,text,score
1398,If you retweet Me 20 times you get to kill a guy.,1943
1399,This year for his birthday Jesus wants an Xbox. Not the console; a box for his cross.,2146
1400,"I am not a parody account. I am The Lord thy God, King of the Universe, and I am communicating by Twitter because My fax is broken.",3707
1401,The true meaning of Christmas is buying shit.,3739
1402,On the sixth day I created mankind and I've been doing damage control ever since.,3596
1403,"Tweeting something stupid is like thinking something stupid only much, much more stupid.",2705
1404,Nature made ducks sound like ducks and people sound like people. To act differently is to go against nature.,2088
1405,"And now a beautiful Christmas message from @TheTweetOfGod and @YerdNerp. Happy holidays, everybody. http://t.co/6moplvfRHr",119
1406,You have a constitutionally-protected right to verbally express your complete misunderstanding of your constitutionally-protected rights.,6387
1407,"I created Adam and Eve, not Adam and some stupid asshole making artificial duck sounds.",3119
1408,Never confuse a stroke of good fortune with Me caring about you.,2170
1409,"Would you all please stop doing stupid shit? Seriously, it's driving Me crazy.",1610
1410,"Sometimes I ask Myself, ""What would Oprah do?""",2047
1411,"If you follow only one one-eyed, vaguely Swedish-accented political commentator from another galaxy on Twitter, make it @yerdnerp.",69
1412,"Capitalism is controlled by an ""invisible hand"" that gives most people the invisible finger.",2450
1413,Your team's success today depends solely on the intensity with which you pray for their victory.,1992
1414,"My message for humanity is ""Kiss My ass!"" And Sunday is the day when you do.",1512
1415,I didn't scream your name when I created the world so don't scream Mine when you're fucking.,3429
1416,I'm in a good mood tonight. Everyone's getting laid!,1987
1417,"Death to the unbelievers. Also, death to the believers. 'Cause you're all gonna die, folks.",1833
1418,"And now the controversial ""stop and frisk"" policy, as debated by a bird, a lesbian cheetah, @PFTompkins and a weasel. http://t.co/nR7v7DW1r4",88
1419,"Meanwhile, in an alternate universe, America remembers the 50th anniversary of JFK's suicide. http://t.co/KXf4GovWbk",145
1420,"And now, a debate on gay marriage between a goat, a vulture, @PFTompkins, and a cavewoman. http://t.co/xySGPauBCC",159
1421,"It's good to learn from your mistakes but it's better not to have made them to begin with, loser.",1834
1422,"Meanwhile, in an alternate universe, Screaming Rhubarb Lady is running for President! http://t.co/za9R4VETJW",102
1423,"Now on My side project ""No You Shut Up!"", @PFTompkins sits down with a war correspondent who is also a vulture. http://t.co/hSc8VmfIbF",54
1424,"Even if you don't believe in Me anymore, I hope we can still be imaginary friends.",2453
1425,I am looking forward to 6pm Thanksgiving Day when Walmart opens its doors for its annual sale of trampled human corpses.,1676
1426,"Ladies and gentlemen, the alternate universe Gettysburg Address. Please share this great speech with your friends. http://t.co/afD2GgBmZ8",121
1427,"I know it seems like things don't make sense sometimes, but the truth is they don't make sense ever.",2091
1428,"And now, @PFTompkins discusses immigration with an alien. An actual alien. #NoYouShutUp  http://t.co/F1bxK1TKxP",106
1429,"I listen to your prayers, but only to correct their grammar.",4144
1430,"And now, @TheTweetOfGod + @PFTompkins + Henson Studios = ""No, You Shut Up"". Puppets debate the issues. It's awesome. http://t.co/ugBxMROKPE",159
1431,"When the selling point of your beer is that it's cold, you make bad beer.",6274
1432,The Eleventh Commandment: Thou shalt buy My book.http://t.co/Bra1SXI1wnhttp://t.co/N2mZLTfYKV,111
1433,"You don't think, therefore I am.",7589
1434,"If you want to know what an authentic religious and mythological experience feels like, you should be in San Francisco today. #batkid",2046
1435,"I know I kid around a lot, but seriously, you're going to hell.",2071
1436,"According to a recent study, you suck.",1795
1437,"Meanwhile, in an alternate universe, @Fred_Willard shares his memories of the Bay of Pigs. http://t.co/YuGtkM3o5B",64
1438,The difference between the Catholic Church and Las Vegas is in Vegas the architecture is more tasteful and the illegal sex is consensual.,2260
1439,In 100 million years when your fossilized bodies are burned as fuel by humanity's successors I'm going to laugh and laugh and laugh.,2036
1440,My followers are the best! Anyone who doesn't follow Me can go to hell. And will.,2125
1441,Gravity is a real downer.,1807
1442,"Meanwhile, in another universe, kids are lining up for the hot new war! http://t.co/L8CFKM6fGE",101
1443,Death has a wonderful way of clearing your schedule.,1855
1444,You're all too busy waiting for Me to destroy you to realize that you're destroying you.,3393
1445,In the grand scheme of things your life is of absolutely no consequence. I cannot stress this enough.,2319
1446,Here's the thing: If I don't exist then it's all your fault.,1850
1447,"Sarah Palin... she just... she just... [rolls eyes, sends plague]",2897
1448,"Honestly? I wouldn't believe in Me, either.",2802
1449,"Canada, Rob Ford is why you can't have nice things.",1890
1450,Next universe I'll do better.,4317
1451,"Some people have personal issues, and some people are personal issues.",1885
1452,"Meanwhile, in another universe, there is widespread Nordic outrage of the release of ""Thor"". http://t.co/8NJUDWxTg1",433
1453,"Meanwhile, in an alternate universe, Diablo Cody is writing the new Star Wars! http://t.co/WHUCi0C0u1",144
1454,"Meanwhile, in an alternate universe, Chris Hardwick talks Twitter, Ms. Pac-Man and ""Hot in Cleveland"".http://t.co/H4ZtFHLvRT",68
1455,"There's no use worrying about things you can't control. And the good news is, that's pretty much everything.",4529
1456,"Just got ""Call of Duty: Holy Ghosts"" for Jesus. Says he'd rather keep playing Candy Crush and updating his Pinterest. Total pussy, that kid.",3153
1457,"Always stand up for what you believe in, unless what you believe in is stupid.",3285
1458,Fear and ignorance would gay-marry each other if they weren't both opposed to it.,3370
1459,There comes a time in the life of every great city when its mayor admits smoking crack.,2126
1460,WTF? Just in general.,1771
1461,Best selfie ever. http://t.co/2IWV1SplQ5,5787
1462,"I've said it before and I'll say it again until you truly understand: I made you in My image, and I'm an asshole.",1797
1463,"I almost never interfere in athletic events, but I had Nick Foles in My fantasy league and I was sick of losing.",2342
1464,Most of the people who are sure I exist are themselves proof I don't.,2471
1465,"Meanwhile, in another universe, Neil Degrasse Tyson (@neiltyson) is about to BLOW YOUR MIND. http://t.co/wuklThnmiR",350
1466,"Meanwhile, in another universe, the Affordable Porn Act, a/k/a ""Obamaporn"", is floundering. http://t.co/DRA6EvOJsy",436
1467,My thoughts and prayers are with everyone who thinks thoughts and prayers make any practical difference.,6373
1468,People who spend their lives complaining how other people are doing nothing productive for society are doing nothing productive for society.,2276
1469,"Everything happens for a reason, and the reason is My amusement.",2234
1470,Halloween is My second-favorite pagan holiday after Christmas.,3213
1471,"The Christian right hates Halloween. Not because it's pagan, but because it involves handing out free food.",3259
1472,"You're welcome, Big Papi! Just kidding. I don't give a shit about baseball.",2098
1473,Congratulations to the team that grooms like My son's apostles. #RedSoxNation,1463
1474,A friend is just a stranger you haven't alienated.,1635
1475,Judging people is the best.,1833
1476,The number one problem facing the world today is people fucking up.,1717
1477,"The more you know, the more you wish you didn't.",2463
1478,"""Miley Cyrus: 'Society Wants to Shut Me Down'"". Not down, Miley. Up.",2632
1479,"Great Britain, the rains will continue until Piers Morgan's citizenship is revoked.",2403
1480,"I've been waiting for My man, and now I have him. #RIPLouReed",4036
1481,"Life is all about the simple things, like having lots of money.",2106
1482,"As a rule, if the number of genders allowed to drive in your country is less than two, you live in an awful country.",3125
1483,Correcting My grammar is the fastest way to hell.,1899
1484,"Warning: the life you are about to lead contains strong language, adult situations and nudity. Exister discretion is advised.",2367
1485,The only reason I'm not an atheist is I have no choice.,1825
1486,The reason I don't follow any of you back is that I couldn't care less about you.,2226
1487,"I know you better than you know yourself, and you're an idiot.",1790
1488,"Everybody makes mistakes. But that last mistake you made, wow. #epicfail",2048
1489,"What happens after you die? Not much, to be honest.",2053
1490,"Sometimes Kanye asks himself, ""What would I do?""",1629
1491,Real friendship is hard. That's why I recommend imaginary friendship.,2018
1492,"""If there had been an 11th Commandment what would it have been?"" Thou shalt not take the first ten seriously.",1784
1493,"""What are the real seven deadly sins?""BigotryDouchebaggeryHipsterismHumblebraggingCyberbullyingAnal bleachingSloth",5412
1494,"""What wiped out the dinosaurs?"" Lack of health care.",2170
1495,"""What does the fox say?"" Whatever the Rupert Murdoch tells it to.",2182
